,time,L_X,L_Y,L_P,L_V,R_X,R_Y,R_P,R_V,Event
27,632350.611,932.7787399291992,466.62731409072876,3.232818603515625,True,949.7807693481444,455.9244632720947,3.489166259765625,True,
28,632353.913,936.5422439575196,502.0022177696228,3.17486572265625,True,948.4156608581544,454.92314100265503,3.492919921875,True,
29,632357.281,938.5574340820312,463.6497402191162,3.2437744140625,True,948.0924797058104,461.5254306793213,3.465179443359375,True,
30,632360.633,933.5873794555664,473.3575773239136,3.22998046875,True,949.3011474609376,464.81656551361084,3.467926025390625,True,
31,632363.874,932.4841690063477,462.9368734359741,3.236602783203125,True,952.9962730407716,461.54512882232666,3.486907958984375,True,
32,632367.23,935.0526237487792,475.9038519859314,3.2205963134765625,True,952.9051780700684,457.82031297683716,3.4715118408203125,True,
33,632370.599,934.4401359558104,477.2527885437012,3.228057861328125,True,959.9443244934082,451.1976170539856,3.51129150390625,True,
34,632373.95,929.5749092102052,473.45877170562744,3.235504150390625,True,947.0846557617188,464.4593596458435,3.463348388671875,True,
35,632377.222,939.0888404846193,493.0143928527832,3.1789703369140625,True,946.7735481262208,470.89762687683105,3.462875366210937,True,
36,632380.576,937.3764038085938,482.158784866333,3.208953857421875,True,942.1788024902344,453.8508152961731,3.49066162109375,True,
37,632383.92,942.6280975341796,503.44172716140747,3.14263916015625,True,949.3630599975586,456.36998891830444,3.5036773681640625,True,
38,632387.267,935.4180335998536,480.7978105545044,3.191146850585937,True,945.4257202148438,455.3073191642761,3.498031616210937,True,
39,632390.64,934.7397994995116,480.6029534339905,3.20745849609375,True,941.6191864013672,457.2670269012451,3.483154296875,True,
40,632393.905,935.2780151367188,472.47978687286377,3.234359741210937,True,945.3299903869628,460.2574110031128,3.490997314453125,True,
41,632397.247,934.6631240844728,450.7909083366394,3.2628173828125,True,942.8895378112792,458.92566204071045,3.493148803710937,True,
42,632400.593,940.8427047729492,479.4103145599365,3.2099761962890625,True,944.3296051025392,454.59928035736084,3.5101318359375,True,
43,632403.962,935.3897666931152,483.4493350982666,3.19342041015625,True,945.5120658874512,456.9747734069824,3.510101318359375,True,
44,632407.229,936.4951515197754,492.53597259521484,3.1495361328125,True,942.9889297485352,472.21283197402954,3.4749298095703125,True,
45,632410.569,933.4757995605468,464.5110511779785,3.219512939453125,True,945.322380065918,455.93605041503906,3.4888458251953125,True,
